60371,90,2019/01/01,Merchandiser,Passed
60386,85,2019/01/01,Merchandiser,Passed
60415,95,2019/01/01,Merchandiser,Passed
60426,88,2022/02/08,Preseller,Passed
60432,100,2018/12/30,Preseller,Passed
60437,85,2019/01/01,Merchandiser,Passed
60456,85,2019/01/01,Merchandiser,Passed
60487,90,2019/01/01,Merchandiser,Passed
60502,85,2019/01/01,Merchandiser,Passed
60512,88,2022/02/07,Preseller,Passed
60525,90,2019/01/01,Merchandiser,Passed
60587,80,2019/01/01,Merchandiser,Passed
60594,95,2019/01/01,Merchandiser,Passed
60623,90,2019/01/01,Merchandiser,Passed
60798,85,2022/01/27,Preseller,Passed
60817,88,2022/01/27,Preseller,Passed
60846,90,2020/10/13,Preseller,Passed
60879,77,2022/03/31,Preseller,Failed
60935,95,2020/10/20,Preseller,Passed
61099,90,2018/12/30,Merchandiser,Passed
61133,90,2018/10/23,Preseller,Passed
61160,95,2022/02/07,Preseller,Passed
61171,60,2022/03/31,Preseller,Failed
61212,100,2020/10/20,Preseller,Passed
61243,96,2020/11/23,Preseller,Passed
61254,90,2018/12/30,Merchandiser,Passed
61335,88,2022/02/03,Preseller,Passed
61376,97,2018/11/04,TDS,Passed
61393,87,2017/01/04,Preseller,Passed
61399,90,2020/12/27,Preseller,Passed
61491,88,2022/02/08,Preseller,Passed
61501,64,2022/03/30,MS,Failed
61523,0,(blank),(blank),Not attend
61584,85,2018/12/30,Merchandiser,Passed
61600,100,2020/12/27,Preseller,Passed
61602,88,2022/02/05,Preseller,Passed
61609,90,2018/11/06,TDS,Passed
61611,84,2022/03/02,Preseller,Passed
61613,90,2020/12/27,Preseller,Passed
61614,90,2020/10/13,Merchandiser,Passed
61615,88,2020/10/20,Preseller,Passed
61617,85,2020/10/05,Merchandiser,Passed
61619,88,2022/02/05,Preseller,Passed
61620,85,2020/10/05,Merchandiser,Passed
61622,90,2022/02/07,Preseller,Passed
61623,88,2022/02/05,Preseller,Passed
61637,95,2020/07/18,Merchandiser,Passed
61642,90,2020/12/27,Preseller,Passed
61643,90,2020/12/27,Preseller,Passed
61644,90,2020/12/27,Preseller,Passed
61647,100,2020/10/20,Preseller,Passed
61649,86,2020/11/16,Preseller,Passed
61664,90,2022/02/10,Preseller,Passed
61677,90,2020/10/20,Preseller,Passed
61678,90,2020/12/27,Preseller,Passed
61681,95,2020/10/20,Preseller,Passed
61684,90,2020/10/20,Preseller,Passed
61689,80,2021/02/14,Preseller,Passed
61701,83,2020/01/05,Preseller,Passed
61703,94,2020/01/05,Preseller,Passed
61705,0,(blank),(blank),Not attend
61722,90,2021/03/24,UM,Passed
61724,90,2022/02/10,Preseller,Passed
61725,81,2021/05/25,TDS,Passed
61726,100,2022/01/30,Preseller,Passed
61727,85,2022/02/20,Preseller,Passed
61730,77,2022/02/20,Preseller,Failed
61731,88,2022/02/08,Preseller,Passed
61734,86,2021/02/24,Preseller,Passed
61735,90,2021/03/24,TDS,Passed
61736,75,2022/02/28,Preseller,Failed
61739,88,2022/01/27,Preseller,Passed
61749,80,2022/03/29,Merchandiser,Passed
61755,74,2022/03/31,Preseller,Failed
61758,80,2022/03/29,Preseller,Passed
61772,91,2022/02/07,Preseller,Passed
61791,80,2022/03/29,Merchandiser,Passed
61792,78,2022/02/28,Preseller,Failed
61797,81,2022/02/20,Preseller,Passed
61799,90,2022/02/23,Preseller,Passed
61817,0,(blank),(blank),Not attend
61818,70,2022/03/31,Preseller,Failed
61819,80,2022/02/23,Preseller,Passed
61827,88,2022/02/28,Preseller,Passed
61829,70,2022/08/14,TDS,Failed
61830,32,2022/03/31,TDS,Failed
61831,0,(blank),(blank),Not attend
61841,0,(blank),(blank),Not attend
61845,82,2022/08/16,Preseller,Passed
61867,0,(blank),(blank),Not attend
80134,86,2022/01/26,Preseller,Passed
90032,80,2018/12/04,Merchandiser,Passed
90045,95,2018/12/04,Merchandiser,Passed
90061,95,2022/02/08,Preseller,Passed
90062,80,2022/02/19,Helpers,Passed
